titulo|tipo_vehiculo|categoria|marca|modelo|año|precio|detalle|combustible|tipo_transmision|caja|kilometraje_km|ubicacion|tags|url_auto|tipo|pagina|img_urls
Lexus Lx 570 Plus 2018|autos|camionetas-suv|Lexus|Lx 570 Plus|2018|US$ 83,900|"Gasolina|Automática - Secuencial
Kilometraje:
34,379 Kms
Lima, Lima"|Gasolina|Automática|Secuencial|34379.0|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/lexus-lx-570-plus-2018-1836332|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=14|['https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_1113270.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_8747342.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_2132415.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_7351179.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_6288472.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_3217467.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_3880993.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_1216698.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_2045534.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_6268760.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_8014539.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_6934517.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_6292556.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_1100344.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_4458084.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_7511226.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_3240219.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_4388924.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_2821038.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_7171922.webp']
Nissan Kicks 2023|autos|camionetas-suv|Nissan|Kicks|2023|US$ 17,000|"Gas GLP|Mecánica
Kilometraje:
36,555 Kms
Lima, Lima
NISSAN KICKS ADVANCE M/T (GLP)"|Gas Glp|Mecánica||36555.0|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/nissan-kicks-2023-1846150|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=14|['https://cdn.neoauto.com/elements/autos_usados/196x165/692838/692838_7012496.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/692838/692838_1405927.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/692838/692838_6834186.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/692838/692838_4857996.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/692838/692838_2832539.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/692838/692838_6935756.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/692838/692838_9663207.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/692838/692838_1982400.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/692838/692838_2097573.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/692838/692838_4733538.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/692838/692838_7227441.webp']
Jeep Rubicon 392 2024|autos|camionetas-suv|Jeep|Rubicon 392|2024|US$ 159,900|"Gasolina|Automática - Secuencial
Kilometraje:
13,600 Kms
Lima, Lima
JEEP RUBICON 392"|Gasolina|Automática|Secuencial|13600.0|Lima, Lima|COMO NUEVO|https://neoauto.com/auto/seminuevo/jeep-rubicon-392-2024-1847114|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=14|['https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_3484579.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_3905546.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_4704318.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_8128639.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_7480610.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_7702563.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_8866857.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_3675110.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_5864963.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/747531/747531_8537786.webp']
Honda Hr-V 2022|autos|camionetas-suv|Honda|Hr-V|2022|US$ 19,000|"Gasolina|Automática
Kilometraje:
60,362 Kms
Lima, Lima"|Gasolina|Automática||60362.0|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/honda-hr-v-2022-1848561|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=14|['https://cdn.neoauto.com/elements/autos_usados/196x165/650434/650434_7106151.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/650434/650434_7070389.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/650434/650434_8989759.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/650434/650434_7252585.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/650434/650434_3407993.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/650434/650434_3587609.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/650434/650434_6598130.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/650434/650434_1366109.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/650434/650434_5240537.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/650434/650434_6166504.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/650434/650434_5425092.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/650434/650434_9370078.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/650434/650434_1769885.webp']
Audi Q5 2021|autos|camionetas-suv|Audi|Q5|2021|US$ 40,000|"Gasolina-Híbrido|Automática - Secuencial
Kilometraje:
41,000 Kms
Lima, Lima
Auto En Excelente Estado - Disponible En Tienda - San Isidro"|Gasolina-Híbrido|Automática|Secuencial|41000.0|Lima, Lima|UNICO DUEÑO|https://neoauto.com/auto/seminuevo/audi-q5-2021-1846003|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=14|['https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_6474226.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_2986424.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_2457976.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_7724763.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_3388364.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_5972236.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_8566233.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_9986428.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_4728569.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_2148198.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_6263490.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_3125503.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_1655754.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_6510185.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/463366/463366_9912308.webp']
Land Rover Range Rover Evoque 2016|autos|camionetas-suv|Land Rover|Range Rover Evoque|2016|US$ 24,900|"Gasolina|Automática
Kilometraje:
79,108 Kms
Lima, Lima"|Gasolina|Automática||79108.0|Lima, Lima|DE LUJO|https://neoauto.com/auto/seminuevo/land-rover-range-rover-evoque-2016-1840476|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=14|['https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_7854349.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_7301049.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_2128287.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_1878428.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_6517569.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_5739076.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_7771183.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_7668142.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_5132131.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_3360627.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_7237517.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_9800965.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_9276101.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_1343241.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_4707107.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_3033924.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_3433973.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_4532783.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_4178946.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/113873/113873_7599473.webp']
Dfsk Glory 2022|autos|camionetas-suv|DFSK|Glory|2022|US$ 27,000|"Gasolina|Automática
Kilometraje:
9,400 Kms
Lima, Lima"|Gasolina|Automática||9400.0|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/dfsk-glory-2022-1848794|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=14|['https://cdn.neoauto.com/elements/autos_usados/196x165/734431/734431_7193027.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/734431/734431_1663728.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/734431/734431_6203589.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/734431/734431_9564415.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/734431/734431_2869365.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/734431/734431_3747113.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/734431/734431_7544994.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/734431/734431_3267372.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/734431/734431_1051000.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/734431/734431_1530422.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/734431/734431_2652025.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/734431/734431_2999275.webp']
Volkswagen Crossfox 2021|autos|camionetas-suv|Volkswagen|Crossfox|2021|US$ 11,900|"Gasolina|Mecánica
Kilometraje:
30,035 Kms
Lima, Lima
VOLKSWAGEN CROSSFOX"|Gasolina|Mecánica||30035.0|Lima, Lima|UNICO DUEÑO|https://neoauto.com/auto/seminuevo/volkswagen-crossfox-2021-1851455|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=14|['https://cdn.neoauto.com/elements/autos_usados/196x165/257099/257099_3972619.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/257099/257099_5181085.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/257099/257099_9588744.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/257099/257099_4928556.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/257099/257099_3160635.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/257099/257099_3646233.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/257099/257099_5099828.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/257099/257099_1281954.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/257099/257099_1144396.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/257099/257099_4792403.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/257099/257099_5288025.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/257099/257099_3620779.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/257099/257099_4174485.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/257099/257099_6278456.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/257099/257099_1704228.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/257099/257099_3510758.webp']
Hyundai Kona Hev 2024|autos|camionetas-suv|Hyundai|Kona Hev|2024|US$ 26,990|"Gasolina-Híbrido|Automática
Kilometraje:
10,800 Kms
Lima, Lima
ENTREGA INMEDIATA"|Gasolina-Híbrido|Automática||10800.0|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/hyundai-kona-hev-2024-1851376|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=14|['https://cdn.neoauto.com/elements/autos_usados/196x165/337014/337014_6012430.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/337014/337014_8592874.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/337014/337014_1508774.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/337014/337014_3435911.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/337014/337014_5413930.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/337014/337014_4876581.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/337014/337014_1480595.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/337014/337014_7940087.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/337014/337014_6261762.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/337014/337014_2659693.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/337014/337014_2878310.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/337014/337014_1056256.webp']
Mazda Cx-60 2024|autos|camionetas-suv|Mazda|Cx-60|2024|US$ 50,000|"Híbrido|Automática
Kilometraje:
1,438 Kms
Lima, Lima"|Híbrido|Automática||1438.0|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/mazda-cx-60-2024-1841922|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=14|['https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_1047857.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_9132013.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_9613533.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_2265733.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_9684957.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_2489650.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_1523418.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_4278311.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_5254491.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_6208193.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_9551472.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_8494450.webp']
Hyundai Creta 2024|autos|camionetas-suv|Hyundai|Creta|2024|US$ 19,990|"Gas GLP|Mecánica
Kilometraje:
27,000 Kms
Lima, Lima
ENTREGA INMEDIATA VEHÍCULO CON GLP"|Gas Glp|Mecánica||27000.0|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/hyundai-creta-2024-1851492|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=14|['https://cdn.neoauto.com/elements/autos_usados/196x165/337014/337014_3859439.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/337014/337014_5390692.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/337014/337014_7130904.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/337014/337014_6827291.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/337014/337014_1607885.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/337014/337014_9567654.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/337014/337014_3075080.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/337014/337014_2762497.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/337014/337014_1271621.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/337014/337014_1653971.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/337014/337014_1860126.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/337014/337014_7042583.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/337014/337014_4148517.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/337014/337014_5909300.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/337014/337014_4381206.webp']
Bmw Ix1 2023|autos|camionetas-suv|BMW|Ix1|2023|US$ 55,991|"Eléctrico|Automática
Kilometraje:
425 Kms
Lima, Lima
BMW IX1 XDrive30 Eléctrico"|Eléctrico|Automática||425.0|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/bmw-ix1-2023-1826540|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=14|['https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_5645434.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_7623656.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_8023574.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_7280732.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_2912987.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_3786368.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_3293875.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_8958696.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_4900459.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_5913170.webp']
Mercedes Benz Gla 180 2018|autos|camionetas-suv|Mercedes Benz|Gla 180|2018|US$ 19,900|"Gasolina|Automática - Secuencial
Kilometraje:
44,000 Kms
Lima, Lima
Motor 1.6 - Asientos En Cuero - Automatico"|Gasolina|Automática|Secuencial|44000.0|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/mercedes-benz-gla-180-2018-1851761|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=14|['https://cdn.neoauto.com/elements/autos_usados/196x165/490916/490916_4611548.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/490916/490916_5782538.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/490916/490916_8902979.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/490916/490916_1696197.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/490916/490916_5494190.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/490916/490916_3373424.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/490916/490916_8384275.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/490916/490916_6381524.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/490916/490916_3893753.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/490916/490916_1944933.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/490916/490916_5653900.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/490916/490916_8756388.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/490916/490916_6465333.webp']
Chery Tiggo 2 Pro 2023|autos|camionetas-suv|Chery|Tiggo 2 Pro|2023|US$ 10,990|"Gasolina|Mecánica
Kilometraje:
56,079 Kms
Lima, Lima"|Gasolina|Mecánica||56079.0|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/chery-tiggo-2-pro-2023-1851500|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=15|['https://cdn.neoauto.com/elements/autos_usados/196x165/702631/702631_1612309.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/702631/702631_1201146.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/702631/702631_2996401.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/702631/702631_8382200.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/702631/702631_3889320.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/702631/702631_1396097.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/702631/702631_5235863.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/702631/702631_5240268.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/702631/702631_5387450.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/702631/702631_4833539.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/702631/702631_9315217.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/702631/702631_6205359.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/702631/702631_4592038.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/702631/702631_7563945.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/702631/702631_5288700.webp']
