titulo|tipo_vehiculo|categoria|marca|modelo|año|precio|detalle|combustible|tipo_transmision|caja|kilometraje_km|ubicacion|tags|url_auto|tipo|pagina|img_urls
Mazda Cx-3 2022|autos|camionetas-suv|Mazda|Cx-3|2022|US$ 16,990|"Gasolina|Mecánica
Kilometraje:
30,000 Kms
Lima, Lima"|Gasolina|Mecánica||30000.0|Lima, Lima|COMO NUEVO|https://neoauto.com/auto/seminuevo/mazda-cx-3-2022-1834553|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=20|['https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_2551503.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_5857982.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_3469391.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_7408930.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_1201562.webp']
Peugeot 2008 2022|autos|camionetas-suv|Peugeot|2008|2022|US$ 15,000|"Gasolina|Mecánica
Kilometraje:
68,774 Kms
Lima, Lima
PEUGEOT 2008 ACTIVE 1.2 PURETECH 100 MT6 AÑO 2022"|Gasolina|Mecánica||68774.0|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/peugeot-2008-2022-1846979|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=20|['https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_8622858.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_8922205.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_7089804.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_3450970.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_9273381.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_9063636.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_6566557.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_5793752.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_3582509.webp']
Haval Dargo 2023|autos|camionetas-suv|Haval|Dargo|2023|US$ 23,500|"Gasolina|Automática
Kilometraje:
9,565 Kms
Lima, Lima"|Gasolina|Automática||9565.0|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/haval-dargo-2023-1846157|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=20|['https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_3611466.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_9642363.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_6449836.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_4498717.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_1637637.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_4615203.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_9460772.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_9152135.webp']
Ford Territory 2022|autos|camionetas-suv|Ford|Territory|2022|US$ 19,000|"Gasolina|Automática
Kilometraje:
52,120 Kms
Lima, Lima"|Gasolina|Automática||52120.0|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/ford-territory-2022-1846949|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=20|['https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_5240683.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_6910528.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_2426098.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_1934499.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_1534580.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_8064064.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_7201871.webp']
Hyundai Kona 2024|autos|camionetas-suv|Hyundai|Kona|2024|US$ 23,900|"Gasolina-Híbrido|Automática - Secuencial
Kilometraje:
23,700 Kms
Arequipa, Arequipa"|Gasolina-Híbrido|Automática|Secuencial|23700.0|Arequipa, Arequipa|UNICO DUEÑO|https://neoauto.com/auto/seminuevo/hyundai-kona-2024-1840623|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=21|['https://cdn.neoauto.com/elements/autos_usados/196x165/714661/714661_5888550.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/714661/714661_8851374.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/714661/714661_3509543.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/714661/714661_4126151.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/714661/714661_5539113.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/714661/714661_5054886.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/714661/714661_4577632.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/714661/714661_5066794.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/714661/714661_2360764.webp']
Renault Duster 2020|autos|camionetas-suv|Renault|Duster|2020|US$ 14,000|"Gasolina|Mecánica
Kilometraje:
50,571 Kms
Lima, Lima
RENAULT DUSTER AÑO 2019 INTENS MECANICA"|Gasolina|Mecánica||50571.0|Lima, Lima|UNICO DUEÑO|https://neoauto.com/auto/seminuevo/renault-duster-2020-1847842|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=21|['https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_4547507.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_8411358.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_7715214.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_3058244.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_3169744.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_3391184.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_9297973.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_5139827.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_6659727.webp']
Mazda Cx-5 2020|autos|camionetas-suv|Mazda|Cx-5|2020|US$ 24,990|"Gasolina|Automática - Secuencial
Kilometraje:
59,000 Kms
Lima, Lima"|Gasolina|Automática|Secuencial|59000.0|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/mazda-cx-5-2020-1842229|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=21|['https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_6447282.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_9842073.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_6359671.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_7901920.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_9070560.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_5136339.webp']
Chery Tiggo 7 Pro 2023|autos|camionetas-suv|Chery|Tiggo 7 Pro|2023|US$ 15,990|"Gasolina|Automática
Kilometraje:
25,500 Kms
Lima, Lima
Seminuevo De Calidad"|Gasolina|Automática||25500.0|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/chery-tiggo-7-pro-2023-1837072|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=21|['https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_1354080.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_2600539.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_2315976.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_6477312.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_8131732.webp']
Honda Cr-V 2023|autos|camionetas-suv|Honda|Cr-V|2023|US$ 37,000|"Gasolina|Automática
Kilometraje:
39,628 Kms
Lima, Lima
HONDA CR-V EXL 2023 GRIS METEOROID A/T SUV 39628 KMS"|Gasolina|Automática||39628.0|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/honda-cr-v-2023-1831669|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=21|['https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_7627307.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_2721912.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_4714905.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_4245169.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_8111588.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_4688636.webp']
Bmw X1 25e 2024|autos|camionetas-suv|BMW|X1 25e|2024|US$ 52,991|"Híbrido|Automática
Kilometraje:
14,778 Kms
Lima, Lima
BMW X1 25e Híbrido Paquete Xline"|Híbrido|Automática||14778.0|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/bmw-x1-25e-2024-1822999|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=21|['https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_5654426.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_7303382.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_3321772.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_7701156.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_9523936.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_9374282.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_4984703.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_1068922.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/208604/208604_3071297.webp']
Chevrolet Tracker 2022|autos|camionetas-suv|Chevrolet|Tracker|2022|US$ 16,700|"Gasolina|Automática
Kilometraje:
35,539 Kms
Lima, Lima"|Gasolina|Automática||35539.0|Lima, Lima|PAPELES EN REGLA|https://neoauto.com/auto/seminuevo/chevrolet-tracker-2022-1828206|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=21|['https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_5994642.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_4005255.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_2852841.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_2668318.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_6284242.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_9549183.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_4477770.webp']
Kia Sportage 2025|autos|camionetas-suv|Kia|Sportage|2025|US$ 27,990|"Gas GLP|Automática - Secuencial
Kilometraje:
35 Kms
Lima, Lima
Vehículo 0kms, Con Placa, Entrega Inmediata"|Gas Glp|Automática|Secuencial|35.0|Lima, Lima|COMO NUEVO|https://neoauto.com/auto/seminuevo/kia-sportage-2025-1849689|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=21|['https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_6794323.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_4068697.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_1765483.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_6383880.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_8797918.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_4699042.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_7244999.webp']
Jeep Renegade 2023|autos|camionetas-suv|Jeep|Renegade|2023|US$ 20,300|"Gasolina|Automática
Kilometraje:
15,867 Kms
Lima, Lima"|Gasolina|Automática||15867.0|Lima, Lima|[]|https://neoauto.com/auto/seminuevo/jeep-renegade-2023-1835978|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=21|['https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_4567804.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_8301820.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_2825864.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_4564844.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_1012028.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_8261516.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_1779685.webp']
Jeep Renegade 2022|autos|camionetas-suv|Jeep|Renegade|2022|US$ 17,990|"Gasolina|Mecánica
Kilometraje:
36,000 Kms
Lima, Lima
Seminuevo De Calidad"|Gasolina|Mecánica||36000.0|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/jeep-renegade-2022-1835807|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=21|['https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_5743178.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_4082562.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_5374392.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_9454111.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_4217302.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_2265540.webp']
Gac Emkoo 2024|autos|camionetas-suv|Otra Marca|Gac Emkoo|2024|US$ 17,990|"Gasolina|Automática
Kilometraje:
9,000 Kms
Lima, Lima"|Gasolina|Automática||9000.0|Lima, Lima|COMO NUEVO|https://neoauto.com/auto/seminuevo/gac-emkoo-2024-1846577|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=21|['https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_9580218.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_6936712.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_2868612.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_6098042.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_6866037.webp']
Chery Tiggo 2 Pro 2025|autos|camionetas-suv|Chery|Tiggo 2 Pro|2025|US$ 12,990|"Gas GLP|Mecánica
Kilometraje:
5,000 Kms
Lima, Lima"|Gas Glp|Mecánica||5000.0|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/chery-tiggo-2-pro-2025-1839999|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=21|['https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_2138762.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_7119869.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_3334649.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_4136243.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_8057163.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_5220344.webp']
Mg Hs 2023|autos|camionetas-suv|MG|Hs|2023|US$ 15,990|"Gasolina|Mecánica
Kilometraje:
22 Kms
Lima, Lima
Seminuevo De Calidad"|Gasolina|Mecánica||22.0|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/mg-hs-2023-1836835|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=21|['https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_8280621.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_1213054.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_6138494.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_3328841.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_1185283.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_3553382.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_6720186.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_2642816.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_4745925.webp']
Volkswagen T-Cross 2020|autos|camionetas-suv|Volkswagen|T-Cross|2020|US$ 13,900|"Gasolina|Mecánica
Kilometraje:
53,000 Kms
Arequipa, Arequipa"|Gasolina|Mecánica||53000.0|Arequipa, Arequipa|SEMINUEVO|https://neoauto.com/auto/seminuevo/volkswagen-t-cross-2020-1851609|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=21|['https://cdn.neoauto.com/elements/autos_usados/196x165/714661/714661_5942607.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/714661/714661_8994072.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/714661/714661_5989440.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/714661/714661_2405275.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/714661/714661_5656751.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/714661/714661_2371741.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/714661/714661_1649417.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/714661/714661_7309749.webp']
Renault Kwid 2024|autos|camionetas-suv|Renault|Kwid|2024|US$ 24,000|"Eléctrico|Automática
Kilometraje:
1,371 Kms
Lima, Lima"|Eléctrico|Automática||1371.0|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/renault-kwid-2024-1841532|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=21|['https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_8251616.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_7622012.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_4233232.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_9949709.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_8293139.webp']
Renault Kwid 2024|autos|camionetas-suv|Renault|Kwid|2024|US$ 20,500|"Eléctrico|Automática
Kilometraje:
68 Kms
Lima, Lima"|Eléctrico|Automática||68.0|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/renault-kwid-2024-1844118|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=21|['https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_7526254.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_5287777.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_9582473.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_4389164.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_9926430.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_3167171.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_3919816.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/750093/750093_9974206.webp']
Mitsubishi Outlander 2025|autos|camionetas-suv|Mitsubishi|Outlander|2025|US$ 38,990|"Gasolina|Automática - Secuencial
Kilometraje:
5,200 Kms
Lima, Lima"|Gasolina|Automática|Secuencial|5200.0|Lima, Lima|DE LUJO|https://neoauto.com/auto/seminuevo/mitsubishi-outlander-2025-1846610|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=21|['https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_8296366.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_7736149.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_3695758.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_6218938.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_8134267.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_5503417.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_2142816.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_6025109.webp']
Ford Escape 2019|autos|camionetas-suv|Ford|Escape|2019|US$ 18,000|"Gasolina|Automática
Kilometraje:
59,551 Kms
Lima, Lima
FORD ESCAPE AÑO 2019 MOTOR 2.0 AUTMATICO SECUENCIAL"|Gasolina|Automática||59551.0|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/ford-escape-2019-1848204|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=21|['https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_8328457.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_7447928.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_7022396.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_9738320.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_4312171.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/358152/358152_2504783.webp']
Jeep Grand Cherokee Laredo 2019|autos|camionetas-suv|Jeep|Grand Cherokee Laredo|2019|US$ 28,000|"Gasolina|Automática
Kilometraje:
55,996 Kms
Lima, Lima"|Gasolina|Automática||55996.0|Lima, Lima|PAPELES EN REGLA|https://neoauto.com/auto/seminuevo/jeep-grand-cherokee-laredo-2019-1835979|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=21|['https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_7130645.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_1170147.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_8077913.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_6226965.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_5806593.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_9570101.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_7378032.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_6125420.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/242077/242077_3960945.webp']
Porsche Cayenne 2024|autos|camionetas-suv|Porsche|Cayenne|2024|US$ 89,900|"Gasolina|Automática
Kilometraje:
8,900 Kms
Lima, Lima"|Gasolina|Automática||8900.0|Lima, Lima|COMO NUEVO|https://neoauto.com/auto/seminuevo/porsche-cayenne-2024-1847141|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=21|['https://cdn.neoauto.com/elements/autos_usados/196x165/118694/118694_4373636.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/118694/118694_8612030.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/118694/118694_4444633.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/118694/118694_3868409.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/118694/118694_8614104.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/118694/118694_1362026.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/118694/118694_8795921.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/118694/118694_7271474.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/118694/118694_7860815.webp']
Jeep Compass 2018|autos|camionetas-suv|Jeep|Compass|2018|US$ 16,900|"Gasolina|Mecánica
Kilometraje:
40,060 Kms
Arequipa, Arequipa"|Gasolina|Mecánica||40060.0|Arequipa, Arequipa|PAPELES EN REGLA|https://neoauto.com/auto/seminuevo/jeep-compass-2018-1847800|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=22|['https://cdn.neoauto.com/elements/autos_usados/196x165/714661/714661_9967296.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/714661/714661_5646073.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/714661/714661_3707249.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/714661/714661_3102753.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/714661/714661_7163999.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/714661/714661_5799357.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/714661/714661_9605865.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/714661/714661_7719881.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/714661/714661_6465334.webp']
Mg Hs 2023|autos|camionetas-suv|MG|Hs|2023|US$ 17,990|"Gasolina|Mecánica
Kilometraje:
25 Kms
Lima, Lima"|Gasolina|Mecánica||25.0|Lima, Lima|COMO NUEVO|https://neoauto.com/auto/seminuevo/mg-hs-2023-1843402|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=22|['https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_3551419.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_4521100.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_2986383.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_4587712.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_6132211.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_4096022.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_3003653.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_6130958.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/752061/752061_7553467.webp']
Audi Q3 2022|autos|camionetas-suv|Audi|Q3|2022|US$ 32,900|"Gasolina|Automática - Secuencial
Kilometraje:
20,000 Kms
Arequipa, Arequipa"|Gasolina|Automática|Secuencial|20000.0|Arequipa, Arequipa|UNICO DUEÑO|https://neoauto.com/auto/seminuevo/audi-q3-2022-1851613|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=22|['https://cdn.neoauto.com/elements/autos_usados/196x165/714661/714661_1563084.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/714661/714661_1839030.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/714661/714661_2275495.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/714661/714661_7193492.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/714661/714661_6487589.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/714661/714661_5618842.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/714661/714661_5050013.webp', 'https://cdn.neoauto.com/elements/autos_usados/196x165/714661/714661_3573842.webp']
